id,name,locality,country,region,tier,category,lat,lon,seaTempC,bestMonths,sand,water,swimming,surf,setting,blueFlag,tags,description,url
costa-rei-it,Costa Rei,"Muravera, Sardinia",IT,Europe,2,tropical,39.2358,9.571,26,Jun-Sep,"Fine pale sand, almost white, running arrow-straight for kilometres",Swimming-pool turquoise deepening to cobalt,Gentle sandy gradient the whole way; easy for children,None,"A long ribbon backed by low dunes and holiday villas, with the flat granite Scoglio di Peppino islet at its southern end",false,long beach|family|turquoise shallows,Southeast Sardinia's endless ribbon — kilometres of pale sand and shallows ending at the Peppino rock.,https://europebeachmap.com/beaches/costa-rei-it/
fetovaia-it,Fetovaia,"Elba, Tuscany",IT,Europe,2,tropical,42.732,10.152,26,Jun-Sep,Fine golden granite sand,Clear turquoise-green,"Sheltered, clear and calm behind a granite spur",None,A sheltered cove behind a pink-granite headland on Elba's south-west,false,elba|granite|turquoise,"Elba's loveliest cove, a sheltered arc of golden granite sand and clear green water tucked behind a pink-rock spur.",https://europebeachmap.com/beaches/fetovaia-it/
fornillo-beach-it,Fornillo Beach,"Positano, Amalfi Coast",IT,Europe,2,resort,40.628,14.482,26,May-Oct,Dark sand and pebbles,Clear deep blue,"Deep and clear, calmer and quieter than the main beach",None,"Positano's quieter second beach, reached by a cliff path past medieval towers",false,amalfi|cliff path|quiet,"Positano's quieter beach, reached along a cliff walkway and framed by the tumbling pastel houses of the Amalfi Coast.",https://europebeachmap.com/beaches/fornillo-beach-it/
is-arutas-it,Is Arutas,"Cabras, Sinis Peninsula",IT,Europe,2,exotic,39.966,8.421,25,Jun-Sep,Tiny quartz grains resembling rice,Clear green-blue,"Open water, can be breezy",None,Wild protected Sinis coast near a marine reserve,false,quartz-sand|grains-of-rice|wild,"A shore made not of sand but of tiny white and pink quartz grains, unique in the Mediterranean.",https://europebeachmap.com/beaches/is-arutas-it/
lido-di-venezia-it,Lido di Venezia,"Venice, Veneto",IT,Europe,2,resort,45.4126,12.3807,26,Jun-Sep,Broad fine golden sand lined with rows of vintage capanne,"Calm, shallow, green-tinged Adriatic",Very gradual shelf and tame water; lifeguarded in season,None,The 12 km barrier island that gave the world the word 'lido'; Piazza San Marco is 15 minutes away by vaporetto,false,beach huts|film festival|vaporetto,"The original lido — belle-époque beach huts on calm sand, a boat ride from Piazza San Marco.",https://europebeachmap.com/beaches/lido-di-venezia-it/
pescoluse-maldive-del-salento-it,Pescoluse (Maldive del Salento),"Salve, Salento",IT,Europe,2,tropical,39.8215,18.3055,26,Jun-Sep,Fine white sand,Shallow turquoise,"Warm, shallow, ideal for families",None,Low dunes on the Ionian tip of Salento,false,maldives-of-salento|turquoise|shallow,"Powder sand and warm shallows earned this Salento strand its nickname, the Maldives of Italy.",https://europebeachmap.com/beaches/pescoluse-maldive-del-salento-it/
poetto-it,Poetto,"Cagliari, Sardinia",IT,Europe,2,resort,39.203,9.163,26,May-Oct,Long pale golden sand,"Shallow, gentle blue",Shallow and calm along its whole eight-kilometre run,None,"Cagliari's lively city beach below the Sella del Diavolo headland, lined with kiosks",false,city beach|long|flamingos,"Cagliari's eight-kilometre city strand, a summer-long parade of kiosks, kitesurfers and flamingo-filled salt pans.",https://europebeachmap.com/beaches/poetto-it/
porto-giunco-it,Porto Giunco,"Villasimius, Sardinia",IT,Europe,2,tropical,39.108,9.527,26,Jun-Sep,Fine white sand,Bright shallow turquoise,"Warm and shallow, calm and family-friendly",None,A sandbar between the sea and a flamingo-filled lagoon below the Capo Carbonara tower,true,turquoise|flamingos|lagoon,A ribbon of white sand dividing the turquoise sea from a pink-flamingo lagoon beneath a clifftop watchtower.,https://europebeachmap.com/beaches/porto-giunco-it/
punta-prosciutto-it,Punta Prosciutto,"Porto Cesareo, Puglia",IT,Europe,2,tropical,40.293,17.767,26,Jun-Sep,Powder-white sand,Caribbean-clear turquoise,"Shallow, warm and calm for a long way out",None,Wild dunes and scrub on Salento's Ionian coast,false,maldive|dunes|turquoise,Powder-white sand and shallow turquoise water so vivid this dune-backed Salento strand is nicknamed the Maldives of Italy.,https://europebeachmap.com/beaches/punta-prosciutto-it/
san-fruttuoso-it,San Fruttuoso,"Portofino Peninsula, Liguria",IT,Europe,2,wild,44.315,9.175,25,Jun-Sep,A pocket of coarse sand and pebbles,"Deep, clear Ligurian green-blue",Deep and clear off the abbey steps; a sunken Christ statue lies offshore,None,A 10th-century abbey filling a cove reachable only by boat or trail,false,abbey|boat-in|portofino,A thousand-year-old abbey with its toes in the sea — Liguria's boat-in cove on the Portofino headland.,https://europebeachmap.com/beaches/san-fruttuoso-it/
san-vito-it,San Vito Lo Capo,Sicily,IT,Europe,2,tropical,38.185,12.735,27,Jun–Sep,White,Turquoise,"Shallow, calm",None,Under Monte Monaco,true,Couscous fest|Family|Snorkel,A crescent of white sand and warm shallows below a limestone cape.,https://europebeachmap.com/beaches/san-vito-it/
scala-turchi-it,Scala dei Turchi,Sicily,IT,Europe,2,exotic,37.291,13.464,25,May–Sep,Pebble beside white marl,Blue,Calm,None,Blinding-white stepped cliff,false,White cliffs|Sunset|Photography,A staircase of dazzling white marl stepping down into the sea.,https://europebeachmap.com/beaches/scala-turchi-it/
arcomagno-it,Spiaggia dell'Arcomagno,"San Nicola Arcella, Calabria",IT,Europe,2,wild,39.8549,15.7921,27,Jun-Sep,A tiny crescent of coarse sand and pebbles hidden behind the arch,Glassy emerald in the sheltered pocket,Calm and shallow inside the cove; space runs out by mid-morning in August,None,"A great stone arch pierces the headland, sealing off a pocket cove with a spring-fed cave at its back",false,natural arch|hidden cove|cliff path,Calabria's keyhole beach — a pocket of emerald water locked behind a monumental rock arch.,https://europebeachmap.com/beaches/arcomagno-it/
spiaggia-delle-due-sorelle-it,Spiaggia delle Due Sorelle,"Sirolo, Marche",IT,Europe,2,wild,43.5463,13.6275,26,Jun-Sep,Blinding white pebbles and shingle,Milky turquoise shading to deep blue,"Clear and quick to deepen; no facilities, so bring everything by boat",None,"Boat-only cove beneath Monte Conero's wooded limestone cliffs, named for the twin white sea stacks offshore",false,boat access|sea stacks|white pebbles,The Adriatic's pin-up — twin white stacks rising off a boat-only pebble cove under Monte Conero.,https://europebeachmap.com/beaches/spiaggia-delle-due-sorelle-it/
spiaggia-sabbie-nere-it,Spiaggia delle Sabbie Nere,"Vulcano, Aeolian Islands",IT,Europe,2,exotic,38.4165,14.953,27,Jun-Sep,Jet-black volcanic sand,Clear blue,Gently shelving and warm,None,Volcanic island with sulphur fumaroles nearby,false,black-sand|volcanic|aeolian,"One of Italy's rare black-sand beaches, born of Vulcano's smouldering volcanic slopes.",https://europebeachmap.com/beaches/spiaggia-sabbie-nere-it/
spiaggia-di-cavoli-it,Spiaggia di Cavoli,"Elba, Tuscany",IT,Europe,2,tropical,42.7369,10.1868,26,May-Sep,"Light golden granite sand, coarse enough to brush straight off",Transparent turquoise over a pale seabed,Clear shallows loved by snorkellers; the south-facing bay stays sheltered from northerly winds,None,A suntrap under Monte Capanne's granite slopes; pedalos run to the little Grotta Azzurra sea cave just east,false,granite sand|snorkelling|suntrap|young crowd,"Elba's south-facing suntrap — golden granite sand, vivid turquoise and a famously long swimming season.",https://europebeachmap.com/beaches/spiaggia-di-cavoli-it/
grotticelle-capo-vaticano-it,Spiaggia di Grotticelle,"Capo Vaticano, Calabria",IT,Europe,2,tropical,38.6164,15.8367,27,Jun-Sep,Soft white sand,Brilliant turquoise,"Shallow, warm, excellent",None,Granite headlands of the Costa degli Dei with Aeolian views,false,costa-degli-dei|turquoise|cove,White-sand coves at Capo Vaticano glow turquoise on Calabria's Coast of the Gods.,https://europebeachmap.com/beaches/grotticelle-capo-vaticano-it/
sperlonga-levante-it,Spiaggia di Levante,"Sperlonga, Lazio",IT,Europe,2,resort,41.256,13.44,26,Jun-Sep,Fine pale sand curving below a whitewashed hill town,"Clear, calm Tyrrhenian blue","Gentle, clean and family-friendly",None,"A white Saracen hill town halfway between Rome and Naples, Tiberius's grotto at the far end",true,white town|roman grotto|family,"Rome's favourite escape — pale sand beneath a white Saracen town, with Emperor Tiberius's sea-grotto at one end.",https://europebeachmap.com/beaches/sperlonga-levante-it/
piscinas-it,Spiaggia di Piscinas,"Costa Verde, Sardinia",IT,Europe,2,exotic,39.5416,8.4466,25,Jun-Sep,Deep golden sand rising into wind-sculpted dunes up to 60 m high,Clear open-sea blue with a steady shore-break,Fine on calm mornings; shore-break and undertow build fast when the mistral blows,Beach breaks pick up on west swells,Reached by dirt track through the abandoned Ingurtosu mine valley; rusting relics and Sardinian deer among the dunes,false,giant dunes|desert-like|mining relics,A Sahara-like dune field meeting the open sea on Sardinia's emptiest coast.,https://europebeachmap.com/beaches/piscinas-it/
spiaggia-di-pizzomunno-it,Spiaggia di Pizzomunno,"Vieste, Puglia",IT,Europe,2,resort,41.879,16.1773,27,Jun-Sep,A long band of fine pale-gold sand beneath white limestone cliffs,Clear blue-green with a gentle shelf,Easy shallow entry; lifeguarded lidos through summer,None,Runs south from Vieste's old town past the 25 m Pizzomunno monolith — the petrified lover of local legend,false,monolith|legend|lidos,Vieste's postcard — a 25 m white monolith standing sentinel over kilometres of pale Gargano sand.,https://europebeachmap.com/beaches/spiaggia-di-pizzomunno-it/
sansone-beach-it,Spiaggia di Sansone,"Portoferraio, Elba",IT,Europe,2,tropical,42.822,10.293,25,Jun-Sep,Blinding white pebbles,"Transparent, pool-like turquoise",Some of Italy's clearest water — snorkelling heaven,None,White cliffs and pines on Elba's northern shore,false,elba|clearest water|white pebbles,Elba's glass-water cove — white pebbles vanishing into water so clear the boats look airborne.,https://europebeachmap.com/beaches/sansone-beach-it/
spiaggia-di-sperlonga-it,Spiaggia di Sperlonga,"Sperlonga, Lazio",IT,Europe,2,resort,41.2533,13.4424,26,Jun-Sep,"Fine pale-gold sand in long, gently curving arcs",Clean clear blue over a sandy bottom,Gently shelving and family-easy; calm on most summer days,None,"Below a whitewashed Saracen hill town, the Levante beach runs east to the grotto of Emperor Tiberius's villa",true,hill town|roman ruins|family,"Rome's favourite seaside escape — pale sand beneath a white hill town, ending at Tiberius's sea grotto.",https://europebeachmap.com/beaches/spiaggia-di-sperlonga-it/
positano-it,Spiaggia Grande,"Positano, Amalfi",IT,Europe,2,resort,40.628,14.484,26,May–Sep,Grey pebble,Deep blue,"Deep, clear",None,Beneath a cascading cliff town,false,Amalfi|Boats|La dolce vita,The pebbly stage below Positano’s tumble of pastel houses.,https://europebeachmap.com/beaches/positano-it/
torre-dell-orso-it,Torre dell'Orso,"Melendugno, Puglia",IT,Europe,2,tropical,40.276,18.428,26,Jun-Sep,Fine golden sand,Clear turquoise,"Warm, shallow and calm",None,A pine-backed bay with the 'Two Sisters' sea stacks on Salento's Adriatic coast,true,turquoise|sea stacks|pines,"A pine-fringed Salento bay of golden sand and turquoise water, watched over by the twin 'Due Sorelle' sea stacks.",https://europebeachmap.com/beaches/torre-dell-orso-it/
tuerredda-it,Tuerredda,"Teulada, Sardinia",IT,Europe,2,tropical,38.878,8.732,25,Jun-Sep,Soft white sand,Caribbean-clear turquoise,"Calm, shallow and warm; swim out to the Tuerredda islet",None,A sheltered cove between two headlands on Sardinia's wild south-west,false,turquoise|cove|islet,A crescent of white sand and glass-clear water so tropical it is regularly ranked among Italy's most beautiful beaches.,https://europebeachmap.com/beaches/tuerredda-it/
berchida-it,Berchida,"Siniscola, Sardinia",IT,Europe,3,wild,40.512,9.802,26,Jun-Sep,Pink-tinged white sand,Clear emerald-turquoise,"Clean and calm, shelving gently",None,"Undeveloped dunes, juniper and a small river mouth on the east coast",false,undeveloped|dunes|juniper,"A long, gloriously undeveloped sweep of juniper-backed dunes and clear water on Sardinia's quiet east coast.",https://europebeachmap.com/beaches/berchida-it/
cala-sinzias-it,Cala Sinzias,"Castiadas, Sardinia",IT,Europe,3,tropical,39.1964,9.5639,26,Jun-Sep,Fine white-gold sand backed by juniper and eucalyptus greenery,Limpid turquoise over sand with scattered rocks,"Shallow, sheltered and toddler-friendly on a soft sandy bottom",None,"A quiet arc between Costa Rei and Villasimius, with a couple of low-key beach bars and campsite pines behind",false,white sand|family|quiet,"Costa Rei's quieter cousin — a gentle white-sand arc with limpid, child-safe water.",https://europebeachmap.com/beaches/cala-sinzias-it/
fontane-bianche-it,Fontane Bianche,"Siracusa, Sicily",IT,Europe,3,tropical,36.938,15.148,27,May-Oct,Fine white sand,Bright shallow turquoise,"Warm, shallow and calm",None,A resort bay of 'white springs' south of Syracuse,false,turquoise|resort|shallow,The 'white springs' south of Syracuse — a bright bay of white sand and turquoise shallows named for its freshwater seeps.,https://europebeachmap.com/beaches/fontane-bianche-it/
marina-di-alberese-it,Marina di Alberese,"Maremma Park, Tuscany",IT,Europe,3,wild,42.66,11.01,25,May-Sep,Driftwood-strewn dark-gold sand,"Clean, open Tyrrhenian blue",Open-sea swimming off a wild protected strand,None,"The Maremma national park — cowboys, wild boar and umbrella pines behind the dunes",false,national park|driftwood|wild tuscany,Tuscany gone feral — a driftwood beach in the Maremma park where cattle trails meet the sea.,https://europebeachmap.com/beaches/marina-di-alberese-it/
maronti-beach-it,Maronti Beach,"Ischia, Campania",IT,Europe,3,resort,40.703,13.898,26,May-Oct,Dark golden volcanic sand,"Clear blue, warm","Warm and calm, with natural hot springs seeping through the sand",None,"Ischia's longest beach below Sant'Angelo, with steaming volcanic fumaroles",false,volcanic|hot springs|ischia,"Ischia's longest strand, where volcanic hot springs steam up through dark sand beneath the village of Sant'Angelo.",https://europebeachmap.com/beaches/maronti-beach-it/
porto-selvaggio-it,Porto Selvaggio,"Nardò, Puglia",IT,Europe,3,wild,40.1478,17.9699,26,Jun-Sep,A small cove of pebbles and flat rock at the foot of a pine forest,"Deep blue-green, kept glassy and bracing by submarine freshwater springs","Deep, cold-spiked and crystal clear — a favourite of strong swimmers and snorkellers",None,"A 15-minute walk down through Aleppo pines in Nardò's protected coastal park, the 16th-century Torre dell'Alto on the cliff above",false,nature park|pine forest|cold springs,Salento at its wildest — a pine-wrapped pebble cove where icy springs sharpen the Ionian blue.,https://europebeachmap.com/beaches/porto-selvaggio-it/
juodkrante-beach-lt,Juodkrantė Beach,"Curonian Spit, Neringa",LT,Europe,2,wild,55.5438,21.099,19,Jun-Aug,Fine white-grey sand below a steep pine-topped foredune,"Cold, glass-clear open Baltic",Bracing open-sea swimming over rippled sandbars,None,Paths cross the UNESCO-listed spit's forest from the old amber-fishing village; the Hill of Witches sculpture trail is ten minutes away,false,unesco spit|amber|forest paths,"Cross the Curonian Spit's pines from Lithuania's old amber village to a white, near-empty strand.",https://europebeachmap.com/beaches/juodkrante-beach-lt/
